,x,y
0,0.5566666666666666,0.6622222222222223
1,0.57,0.5133333333333333
2,0.21833333333333332,0.29333333333333333
3,0.11,0.07888888888888888
4,0.13833333333333334,0.25333333333333335
5,0.415,0.3377777777777778
6,0.74,0.44555555555555554
7,0.725,0.6
8,0.6183333333333333,0.7522222222222222
