,frame,x,y,limb
0,0,0.47702002053263987,0.5344623478839013,left_hand
1,0,0.7490462057672819,0.6199869998806299,right_hand
2,0,0.5570247601164685,0.7132012242935076,right_foot
3,16,0.4711966413870323,0.642613532322752,left_foot
4,72,0.6804439158081642,0.4299005335774223,right_hand
5,157,0.7572505788336791,0.6090747952689411,right_foot
6,257,0.37848937482461975,0.3940894896952612,left_hand
7,319,0.5859585820049253,0.5710499292482373,right_foot
8,347,0.463658333273647,0.5394955366176098,left_foot
9,449,0.7288472777529188,0.5171986026625577,right_foot
10,573,0.532041330237863,0.22806002280947923,right_hand
11,730,0.5968715202601975,0.4938853808399146,right_foot
12,760,0.34211002723853606,0.38001270184588043,left_foot
13,834,0.36972624749002364,0.15938892988343056,left_hand
14,1000,0.6539575413472253,0.34644495480811677,right_foot
15,1146,0.49394326819079215,0.03821238330151598,right_hand
16,1263,0.4483230312305692,0.045465981995174785,left_hand
