,frame,x,y,limb
0,0,0.5351155049161304,0.6962615419876419,left_foot
1,87,0.31304328095447015,0.45571480530174685,left_hand
2,99,0.6106576698432937,0.5696294896549423,right_hand
3,139,0.540230184874684,0.6867836266988246,right_foot
4,183,0.17568638256543154,0.5736751221387867,left_foot
5,248,0.2648632145431378,0.437303517563914,left_hand
6,354,0.2856645390008522,0.36634493255652234,right_hand
7,424,0.2211060816928578,0.33747909341429083,left_hand
8,519,0.21410964457534926,0.5750754418440162,right_foot
9,665,0.3551224054637063,0.39618805762187165,right_foot
10,712,0.2173990733897342,0.48660019497144574,left_foot
11,847,0.36154726522596164,0.17015311326811194,right_hand
12,909,0.2806513550097277,0.4094822893758133,left_foot
13,1039,0.22847842146463004,0.3798502135337647,left_foot
14,1139,0.38254357302436576,0.4534019437372234,left_foot
15,1197,0.4233209824156622,0.157424614091551,left_hand
16,1260,0.3613962000985326,0.38474557230503786,left_foot
17,1315,0.3396160697993076,0.2984553695386796,left_foot
18,1403,0.5185472668848828,0.21592164785075396,left_hand
19,1646,0.525496041523908,0.07652438913658711,left_hand
20,1751,0.4609664592989189,0.2115575332978726,right_hand
21,1955,0.35055131385114097,0.26852081691393404,right_foot
22,2115,0.4566341598068531,0.1342780045133161,left_foot
23,2249,0.32671549311807935,0.12613678329875896,right_foot
