,frame,x,y,limb
0,0,0.7165955939700038,0.5656367128088771,left_hand
1,0,0.7380510434224955,0.5692273239318336,right_hand
2,0,0.7033454389676064,0.8527643866348029,left_foot
3,0,0.7333546673864139,0.8547179370020415,right_foot
4,255,0.729136867858198,0.3339825748431745,right_hand
5,298,0.7074931475447852,0.3326104518804715,left_hand
6,441,0.7119907726122217,0.47112209303390173,left_foot
7,443,0.7355743488918406,0.48532549052592905,right_foot
8,483,0.7095345512403756,0.25720374506379523,left_hand
9,559,0.738343368028558,0.25186092760404466,right_hand
10,712,0.7004160892099749,0.30433975524871354,right_foot
