,frame,x,y,limb
0,0,0.554321620638246,0.6151607467570096,left_hand
1,0,0.6303956765566114,0.6543680876497584,right_hand
2,0,0.6683511160466888,0.7445377429415555,right_foot
3,2,0.5878876643840484,0.8072277035975645,left_foot
4,115,0.8475110459995441,0.6744949599821121,right_hand
5,504,0.6610812377506015,0.5105014010214786,right_hand
6,641,0.6458163093558492,0.7253354971860623,left_foot
7,804,0.8108879427046907,0.6592340215870239,right_foot
8,856,0.6182688518969989,0.4950755218418629,left_hand
9,1329,0.7519761847612534,0.5965134897934834,right_foot
10,1442,0.8030940993108161,0.6779028371674448,left_foot
