,frame,x,y,limb
0,0,0.2996034644976534,0.5526156041392026,left_hand
1,0,0.40244909518858135,0.7516801068336053,left_foot
2,0,0.620926796310048,0.6749584627004911,right_foot
3,51,0.44118023371613335,0.46164411100605574,right_hand
4,257,0.4371255076854473,0.4704766203176279,left_hand
5,306,0.3566930440273723,0.5714190251890828,left_foot
6,358,0.5737094899148542,0.39228337800434776,right_hand
7,856,0.36853352427617714,0.35351783103652434,left_hand
8,895,0.4374609042378657,0.3043867652754645,right_hand
9,966,0.6273468192695169,0.4482554433317768,right_foot
10,1012,0.41759010032187543,0.30142728320653067,left_hand
11,1057,0.45304641353671005,0.48643340619651165,left_foot
12,1139,0.5683082333172745,0.3981357550404695,right_foot
13,1212,0.6461877688347792,0.25799202820457623,right_hand
14,1306,0.5845524450692933,0.39429823790407253,left_foot
15,1318,0.6950900141147143,0.40626114618195736,right_foot
16,1414,0.647799014379277,0.17994241522013243,left_hand
17,1469,0.45459096334951804,0.3105134611121308,left_foot
18,1501,0.6666926640847142,0.17074268908447032,right_hand
