,frame,x,y,limb
0,0,0.4641752908724585,0.48085265569990127,left_hand
1,0,0.25865041179492626,0.6424787567129201,left_foot
2,43,0.5872799203582095,0.6538546422572133,right_foot
3,59,0.489896785131784,0.46901776231243947,right_hand
4,307,0.25062488447397785,0.3464132152667131,left_hand
5,444,0.4605876149312579,0.4216397361290388,right_foot
6,530,0.4071370807492837,0.5697489605716958,left_foot
7,653,0.4083927261813666,0.22057229799066796,right_hand
8,787,0.44676269108112837,0.5032997684893513,left_foot
9,870,0.3723933889882957,0.2052548656869068,left_hand
10,943,0.22035659141206654,0.33703613740718147,left_foot
11,1079,0.4372345305388764,0.36740647037527113,right_hand
12,1229,0.5868768673592855,0.12963917161188046,right_hand
13,1378,0.38035973185487887,0.41896969939542883,left_foot
14,1485,0.7758465988973172,0.3232479486441299,right_foot
15,1540,0.8046418824978153,0.36875069636480273,left_foot
