,frame,x,y,limb
0,0,0.6893911454577635,0.6315889037579748,left_hand
1,0,0.7070158765359398,0.6336478866274873,right_hand
2,1,0.6847499215174123,0.8487251380036659,left_foot
3,64,0.6978805769919941,0.8430079466981288,right_foot
4,316,0.7098917837335441,0.45638146522748785,right_hand
5,358,0.6979726542948014,0.4514999284253684,left_hand
6,480,0.7206330432113525,0.5617189141561821,right_foot
7,495,0.7078751987817409,0.5367432685842726,left_foot
8,513,0.7080527600059185,0.38317454525926203,left_hand
9,558,0.7318939847468661,0.384675533367089,right_hand
10,673,0.7175260026200512,0.41617688137400005,right_foot
11,909,0.7104202363002619,0.07368270803613325,right_hand
12,919,0.7076648934603502,0.39058553832248755,left_foot
13,1025,0.685732749195942,0.07982793310068757,left_hand
14,1197,0.7220275502738365,0.36103952470258216,right_foot
15,1331,0.7317837186295627,0.28945977791675576,right_foot
16,1513,0.7113024744041476,0.2950149712919283,left_foot
