,frame,x,y,limb
0,43,0.4516616140252003,0.7025599071161018,right_foot
1,44,0.4641861353871197,0.7411588203344015,left_foot
2,81,0.47867600033179214,0.9506734841246629,left_hand
3,81,0.4623861872396628,0.9151897085433841,right_hand
4,195,0.46005080070935417,0.6817328282392023,left_hand
5,357,0.4686271811279544,0.9401698808242019,left_foot
6,359,0.4767656978943855,0.9477053567968335,right_foot
7,598,0.5737535520418849,0.7416699820612479,right_hand
8,856,0.5420489311406714,1.0031705072556294,right_foot
9,942,0.5789487583798832,0.7559275907297213,left_hand
10,1150,0.589017081313166,0.9745318963526258,right_foot
11,1211,0.7087106933792986,0.7237879361828137,right_hand
12,1267,0.6412873813731059,0.9465039652512027,left_foot
13,1297,0.7444662759106206,0.8323480027622485,right_foot
14,1552,0.701917972197006,0.9340240073484225,left_foot
15,1604,0.6980510443902407,0.7049354933444603,left_hand
16,1974,0.73067799626429,0.6021744871605387,left_hand
17,1980,0.7947919300834242,0.5636771559071289,right_hand
18,2040,0.5698725815389677,0.735501356784407,left_foot
19,2101,0.6354647303960866,0.46110707102904425,left_hand
20,2155,0.6701049369948789,0.7089176473771289,left_foot
21,2242,0.6957394557608798,0.7063383658362886,right_foot
22,2248,0.7929007805063197,0.49909576905672576,right_hand
23,2333,0.7867278286175402,0.3503108183437254,right_hand
24,2438,0.6210155087905738,0.3399799935802997,left_hand
25,2501,0.6360740201876101,0.520689990287323,left_foot
26,2681,0.7987085285241334,0.4894728210080899,right_foot
27,2745,0.7035538985344836,0.16171116376030265,right_hand
28,2807,0.7332220722770753,0.3755827354081193,right_foot
29,3322,0.41637604246520615,0.8992428540435932,left_hand
30,3350,0.41277729800335033,1.160113072965577,left_foot
