,frame,x,y,limb
0,38,0.37194475440772334,1.006647451373265,left_foot
1,48,0.4688980125831219,1.009614096252746,right_foot
2,118,0.4272852620166289,0.997611843182371,left_foot
3,226,0.6000627061042904,0.6756809660370207,right_hand
4,412,0.49674419137377346,0.7314926622689047,left_hand
5,463,0.4821534546505202,1.0167616142300422,left_foot
6,675,0.5766790122984057,0.7093274030396278,left_hand
7,712,0.5714203792781349,0.8714037154482848,left_foot
8,817,0.5792249123246299,0.8628585651033829,right_foot
9,883,0.5479812724649497,0.7114876087956672,right_foot
10,1185,0.5539009069731949,0.6889425761119172,left_foot
11,1577,0.6099176529066588,0.6192444659373005,left_hand
12,1778,0.4451119170135834,0.3912416546412609,left_hand
13,1855,0.6554255471311708,0.6505420620883376,right_foot
14,1902,0.5227732343267926,0.5195046361513819,right_hand
15,2040,0.5200670933897895,0.42984404557808054,right_hand
16,2064,0.4184683549985451,0.5870434534877509,left_foot
17,2240,0.41829463721311555,0.615707047384063,right_foot
18,2256,0.3629767124085274,0.44691372631754617,left_foot
19,2334,0.5036321864855436,0.49971039840526443,right_foot
20,2485,0.46922737052301633,0.33005421056713147,right_hand
21,3423,0.38219940948726877,0.18328979335587622,left_hand
22,3789,0.4228579061670641,0.3932391996817139,right_foot
23,4038,0.4005430066984723,0.16903053182728392,right_hand
