,frame,x,y,limb
0,0,0.703613526122543,0.6820980142775199,left_hand
1,0,0.6378432333873894,0.7574894136862491,left_foot
2,0,0.7171618043441382,0.918197821838508,right_foot
3,1,0.736330971948125,0.7530837922681293,right_hand
4,125,0.6701664962250419,0.6188636663381747,left_hand
5,201,0.6507107249405472,0.8085889437163812,right_foot
6,287,0.6522509231432945,0.45928038837493,right_hand
7,368,0.5395902443702072,0.46356707793869384,left_hand
8,390,0.5545246107488575,0.43166947229408625,right_hand
9,390,0.4899427483790011,0.6473417680356713,left_foot
10,436,0.5137889483990067,0.6513556879508781,right_foot
11,634,0.623281616265332,0.5124672983476046,right_foot
