,frame,x,y,limb
0,0,0.8676894169110028,0.5926283615971292,left_hand
1,0,0.7336677856655149,0.8082621041844333,right_hand
2,0,0.7558422741091491,0.8691932791137134,left_foot
3,12,0.7280905118753072,0.8441498488849858,right_foot
4,72,0.7068468544504742,0.5673661511040827,right_hand
5,352,0.7748318964438281,0.441751399992443,right_hand
6,393,0.7777120258164867,0.44357670054433435,left_hand
7,478,0.6837754808605453,0.37877428044933936,right_hand
8,513,0.6877459244706248,0.4188795500471814,left_hand
9,705,0.6041355155674379,0.6500606180633101,left_foot
10,925,0.6479418200135865,0.6495841859238872,right_foot
11,999,0.6982768413132734,0.6492274708268742,right_foot
12,1041,0.5833467108861211,0.23313099162742168,left_hand
13,1217,0.6813203059515401,0.4897196213649778,right_foot
14,1251,0.6047675752798686,0.24025840331885237,right_hand
