,frame,x,y,limb
0,54,0.6361894658544902,0.9593719568695008,right_hand
1,57,0.6382038658614397,0.9485768553780972,left_hand
2,118,0.48065106346876757,0.7790449613480686,left_hand
3,119,0.561778871313091,0.5599833123713385,right_hand
4,129,0.6370230972442605,0.9077548999125027,right_foot
5,159,0.49419170711559035,0.8362931893086595,left_foot
6,195,0.47512351481721704,0.676348877267434,left_hand
7,348,0.508362018250331,0.8511225002758441,right_foot
8,490,0.5130765973383787,0.4705910669990627,left_hand
9,656,0.4878024090044832,0.6732618652702559,left_foot
10,757,0.6418247697808895,0.3172051122120308,right_hand
11,819,0.6202118545574876,0.6278225621812061,right_foot
12,907,0.5757535923443685,0.5130615536333476,left_foot
13,916,0.6636973796870164,0.5510909242779353,right_foot
14,959,0.5757385378742753,0.18137623459015603,left_hand
15,1018,0.6048124720120673,0.46701212765009253,right_foot
16,1514,0.4985915072577514,0.5823944861117882,left_hand
