,frame,x,y,limb
0,6,0.37124703282625077,0.8602992832184663,left_hand
1,8,0.38325006063755696,0.8707000523705526,right_hand
2,48,0.3644519310800577,0.9430616106511192,right_foot
3,202,0.34770528864989547,0.5106675627987097,left_hand
4,203,0.3955577230036131,0.4418067228740866,right_hand
5,302,0.38037069190188444,0.7131219510729696,left_foot
6,319,0.4458015740782748,0.50145387303605,right_foot
7,481,0.37135728865631834,0.3313321419787397,left_hand
8,523,0.3691488906966189,0.5782119423793994,left_foot
9,572,0.34660786080480777,0.49303856547413794,left_foot
10,852,0.37909726240591857,0.3120869638808406,right_hand
