,frame,x,y,limb
0,222,0.6014445928095796,0.4800490303519131,left_hand
1,222,0.6202966315226188,0.47386022804138317,right_hand
2,222,0.6012862473415228,0.7644323069442457,left_foot
3,226,0.6932854067972262,0.708417305862955,right_foot
4,512,0.7388917385691307,0.36949752648310324,right_hand
5,593,0.7770469720869619,0.5296119480543916,left_foot
6,649,0.7821273027271152,0.5205123403354402,right_foot
7,677,0.722946161851754,0.3597519126009098,left_hand
8,976,0.8045448852115675,0.14839499230062275,right_hand
9,1005,0.795774646745975,0.14295010944584674,left_hand
10,1163,0.8624604717770193,0.46774890506073835,right_foot
