,frame,x,y,limb
0,0,0.46984447980576016,0.5845124547751637,left_hand
1,0,0.5575797775196343,0.63459373192543,right_foot
2,2,0.5234376811159621,0.5766015324331862,left_foot
3,138,0.6883759876884934,0.5137487889819562,right_hand
4,139,0.44588103667203655,0.6381885165303632,left_foot
5,161,0.48468241418252095,0.4535272030182384,left_hand
6,205,0.6762549226374268,0.4456773761238274,right_hand
7,1031,0.7969604805236835,0.40829138307092816,right_hand
8,1245,0.6633890093471023,0.5885843428754675,right_foot
9,1313,0.4445061020125632,0.39221830065437524,left_hand
10,1313,0.7282514619499504,0.5278767782900514,right_foot
11,1589,0.6053898055048501,0.3484250768753958,left_hand
12,1806,0.713513032092814,0.2669399329820329,left_hand
13,1919,0.74931232160755,0.41592368816827113,right_foot
14,2016,0.5673552972547772,0.42357003435009905,left_foot
15,2038,0.7000727178182525,0.28528954172587656,right_hand
16,2138,0.6498785703647256,0.2969862698741578,left_hand
17,2144,0.7316947456146611,0.15760886576177857,right_hand
18,2269,0.7158023384811534,0.1542520236410265,left_hand
