,frame,x,y,limb
0,2,0.23020151548726947,0.5858405141953067,left_hand
1,39,0.4385376158090091,0.8860415913590599,left_foot
2,45,0.443011770427611,0.7417790496304704,right_hand
3,72,0.6747701018039779,0.7270970478132226,right_foot
4,189,0.6621864898411953,0.735450544627603,left_foot
5,225,0.25851240950683907,0.5524923865900888,right_hand
6,284,0.41418200557799456,0.5232908483760533,right_hand
7,421,0.6899676632642634,0.6964226859684324,left_foot
8,436,0.6700402910038089,0.5349371795581878,right_foot
9,579,0.5877153777200526,0.6404707869757189,left_foot
10,947,0.6839427580284858,0.5284847844949142,left_foot
11,1141,0.2755944910296706,0.6273536389552848,left_foot
12,1299,0.409506489307829,0.4774268657686484,left_hand
13,1303,0.6531451908969608,0.3987610101642967,right_hand
14,1486,0.6469046122318842,0.39764782538981785,left_hand
