,frame,x,y,limb
0,41,0.1680464947853183,0.6184405594407135,left_hand
1,51,0.17492525205598652,1.0342595979774873,right_foot
2,63,0.16107099232371036,1.0453397983868793,left_foot
3,70,0.1778880695594292,0.6385470022685522,right_hand
4,150,0.17523956378335895,0.9308231925783592,left_foot
5,332,0.19843873441301724,0.8686552833451486,right_foot
6,337,0.116781029641719,0.9319202063437811,left_foot
7,391,0.30031998693552253,0.6675526928871708,right_hand
8,486,0.26425589761073537,0.9218654648891141,right_foot
9,521,0.19497087031602311,0.8743661235166105,left_foot
10,776,0.2979959835761778,0.6691172405565944,left_hand
11,905,0.31281105749894667,0.9355877331831147,right_foot
12,967,0.4276413187476936,0.6518872372518855,right_hand
13,1032,0.33754161072436595,0.8798744580602976,left_foot
14,1049,0.37239185888419185,0.9120773499507876,right_foot
15,1154,0.4400933712114737,0.8629046015850138,right_foot
16,1227,0.43282317313111957,0.8749419886995615,left_foot
17,1280,0.45922705394693647,0.7587998090678111,right_foot
18,1337,0.4202685218954679,0.636749836785246,left_hand
19,1643,0.5169032857315522,0.524265716870256,right_hand
20,1855,0.290231590569325,0.6806515064631874,left_foot
21,1926,0.4025168822356628,0.5508468518520251,left_hand
22,2030,0.36590362186481723,0.3939946228782645,left_hand
23,2080,0.3971093510905968,0.6427750475559657,left_foot
24,2128,0.5150903734941843,0.447868019927259,right_hand
25,2184,0.4273210411493989,0.6265834167660201,right_foot
26,2265,0.5095439267899118,0.30624989659013724,right_hand
27,2309,0.3556093007926611,0.2689881492682997,left_hand
28,2347,0.3629182213237726,0.4493470836398938,left_foot
29,2670,0.5237188512229584,0.48665076676744873,right_foot
30,3083,0.5227004299941436,0.3092282941872238,right_foot
31,3145,0.4379982485825706,0.09692644925907318,right_hand
32,3251,0.45016366859647994,0.3453259726377227,right_foot
