,frame,x,y,limb
0,0,0.6044216361579807,0.7753833618363468,right_hand
1,0,0.6271938243510954,0.969384377751565,right_foot
2,5,0.5444169725439115,0.6829864296890051,left_hand
3,54,0.48686321224865486,0.8658489609364771,left_foot
4,119,0.5610742914123226,0.6392617198698144,right_hand
5,233,0.5255733572031488,0.8482965381628447,right_foot
6,243,0.4072634101341996,0.6040148685269248,left_hand
7,403,0.36347536003362735,0.6525649989594653,left_hand
8,812,0.40534339012472015,0.7849606530248388,left_foot
9,963,0.3906564401994033,0.5691290476535483,right_hand
