,frame,x,y,limb
0,1,0.38313296044277095,0.8942902672281189,left_foot
1,1,0.41336638103315254,0.9093018000462714,right_foot
2,2,0.42632038527382726,0.7100002404822615,left_hand
3,5,0.4366714445103817,0.7065946585074903,right_hand
4,145,0.45262935516747266,0.4623019784722586,left_hand
5,322,0.44440684034610534,0.46628950141723313,right_hand
6,328,0.49387292003708666,0.6181588484520835,right_foot
7,378,0.40503611287846597,0.6043148836428973,right_hand
8,389,0.4835648954950901,0.6065242932631397,left_foot
9,682,0.5406703719789737,0.3937287841948279,right_hand
10,780,0.6833898480999104,0.5038335386435777,right_foot
11,1017,0.5322230025900844,0.3927085356100742,left_hand
