,frame,x,y,limb
0,0,0.1552419622009663,0.643530648409786,left_hand
1,0,0.42597155307568496,0.8383060840934379,left_foot
2,11,0.47259537205435254,0.7194199397766028,right_foot
3,71,0.47086135148879743,0.3220616932117286,right_hand
4,97,0.39764579027078756,0.7365680217752063,left_foot
5,113,0.46358196455533013,0.32311594341319444,left_hand
6,315,0.799007621537821,0.2742059428634064,right_hand
7,370,0.8999456715117333,0.4803614794246825,right_foot
8,501,0.7325407046567546,1.3739877477744236,left_foot
9,505,0.6698889288347865,1.389719079748294,right_foot
