,frame,x,y,limb
0,1,0.7372445550320648,0.9978390755938548,left_foot
1,2,0.651159467510663,0.6285216137809979,left_hand
2,11,0.7613467548144599,0.8947973138812972,right_foot
3,78,0.6756431786619571,0.6091874274266837,right_hand
4,134,0.5494784097980463,0.6394453137709248,left_hand
5,199,0.751652938429644,0.9289663315612808,left_foot
6,272,0.6259924563415952,0.9870738285786976,left_foot
7,324,0.669507024374896,0.6935655752175879,right_hand
8,395,0.6319773637299954,0.9666561560403797,right_foot
9,458,0.4500907351454375,0.8414835540817022,left_foot
10,575,0.5676918973827625,0.6290799268232732,right_hand
11,679,0.48993843712203594,0.8804507491123945,right_foot
12,764,0.5084455947662277,0.9489116573499455,right_foot
13,852,0.46880596926468177,0.45619802480317306,left_hand
