,frame,x,y,limb
0,0,0.7442359042862303,0.6070670123471835,right_hand
1,1,0.694958256511055,0.8793969454666094,right_foot
2,26,0.5551435374268643,0.7994493103200282,left_foot
3,45,0.6468001845968564,0.6192117086230579,left_hand
4,165,0.40142617483405774,0.4774737195576041,left_hand
5,168,0.6481455547913801,0.6240317928156236,right_hand
6,179,0.6147142994253821,0.8195151560064907,right_foot
7,253,0.5230025902522971,0.8023838995481647,right_foot
8,294,0.1757014115378243,0.5836714618896041,left_foot
9,373,0.07609895606621209,0.6455381404335189,right_foot
10,398,0.4169434496950938,0.47693154352335265,right_hand
11,477,0.2137514220808383,0.39853154466129065,left_hand
