,frame,x,y,limb
0,3,0.5355829373165077,0.804815324654064,left_hand
1,4,0.6779005993204115,0.9353834362934726,right_foot
2,64,0.6739349691589139,0.9224770992862139,right_hand
3,149,0.6526678454039616,0.8553737855193517,right_hand
4,263,0.6662470820197933,0.9743737668800514,left_foot
5,356,0.6095002963152165,0.5530338773470643,right_hand
6,509,0.5380009327672027,0.799902294004941,left_foot
7,629,0.6078024016202845,0.5512017738457171,left_hand
8,879,0.5512381177036748,0.8294897989456937,right_foot
9,1098,0.5618322899694592,0.46905053752413745,left_hand
10,1304,0.5361657752827262,0.6525750647268423,left_foot
11,1377,0.534206229000501,0.7655110204333672,right_foot
12,1482,0.6747940593702594,0.31928956006588316,right_hand
13,1525,0.6359809662633924,0.6977154314206447,right_foot
14,1610,0.6811972575845113,0.5432622386442038,right_foot
15,1744,0.6191264759217976,0.5124200813226593,left_foot
16,1787,0.6172317836662071,0.1772939339106512,left_hand
17,2264,0.6581204646586081,0.5607517241809258,left_foot
18,2303,0.6890219968967808,0.320808627053608,right_foot
