,frame,x,y,limb
0,0,0.5978145118773756,0.5806863246146412,right_hand
1,0,0.5197892035362068,0.7134785269805686,right_foot
2,52,0.5877354396311701,0.5686215070776844,left_hand
3,89,0.558736687340443,0.6459936439100956,left_foot
4,180,0.5543022117086547,0.6501600729405704,right_foot
5,296,0.41667832072821887,0.5143845079169131,left_hand
6,418,0.32350195678756316,0.5978193609006816,left_foot
7,451,0.40972432180679524,0.510284859226543,right_hand
8,516,0.36911372873159404,0.5068878901184065,left_hand
9,578,0.28515599377465023,0.6274831464414496,right_foot
