,frame,x,y,limb
0,0,0.7431906632054426,0.6452571198193975,left_hand
1,0,0.5714183981705508,0.9208923568133597,right_hand
2,30,0.5766787841328821,0.9036385780107763,right_foot
3,35,0.6775275113376279,1.0781719219535948,left_foot
4,109,0.5518184332675079,0.5938600604423258,right_hand
5,171,0.6008510101964846,0.9525987083325519,left_foot
6,456,0.6609809569798917,0.3330822209127684,right_hand
7,574,0.6611176831522083,0.3233174806613579,left_hand
8,811,0.5600448050700578,0.2516538723427657,left_hand
9,813,0.5618479656820994,0.8498395112083537,left_foot
10,992,0.5689105410415799,0.2540291447100183,right_hand
11,1055,0.46049360654375193,0.6026628291861074,left_foot
12,1288,0.4951165922168641,0.6038659892746573,right_foot
13,1495,0.4723793352356211,0.056473326002876106,left_hand
14,1533,0.5694322113873651,0.6322737196878888,right_foot
15,1804,0.5601605971226201,0.40780891950303855,right_foot
16,1889,0.49156000637324854,0.04994944899257866,right_hand
